genus,S_1,S_2,S_3,S_4,W_1,W_2,W_3,W_4,PETS_1,PETS_2,PETS_3,PETS_4,PETW_1,PETW_2,PETW_3,PETW_4,EVS_1,EVS_2,EVS_3,EVS_4,EVW_1,EVW_2,EVW_3,EVW_4,PETEVS_1,PETEVS_2,PETEVS_3,PETEVS_4,PETEVW_1,PETEVW_2,PETEVW_3,PETEVW_4
g__norank_f__Desulfallas-Sporotomaculum,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Desulfarculaceae,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Desulfocapsaceae,0.005418733,0,0,0,0,0,0,0,0.005418733,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Desulfosarcinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Desulfovibrionaceae,0.008128099,0,0,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284483459,0,0.260099163,0.81551925,0.517488959,0.856159744,0,0.016256198
g__norank_f__Desulfuromonadaceae,0,0.07315289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0
g__norank_f__DEV007,0,0,0,0,0.013546831,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Diplorickettsiaceae,0.609607413,0.132758948,0.037931128,0.035221762,0.251971064,0.024384297,0.850741012,0.214039936,0.005418733,0.010837465,0.035221762,0,0,0,0.002709366,0.02167493,0,0,0.005418733,0,0,0,0,0,0.2330055,0.010837465,0.075862256,0,0.02167493,0.146305779,0.016256198,0.07315289
g__norank_f__EF100-94H03,0,0,0,0,0.005418733,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0.008128099
g__norank_f__Eggerthellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Elsteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Entotheonellaceae,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__env.OPS_17,0.02167493,0.040640494,0.070443523,0,0.027093663,0.005418733,0,0,0.027093663,0.024384297,0.040640494,0.108374651,0,0.010837465,0.024384297,0.032512395,0,0,0.005418733,0.008128099,0.018965564,0.005418733,0,0,0,0.005418733,0,0,0,0,0.010837465,0
g__norank_f__Erysipelotrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0.010837465,0,0,0
g__norank_f__Ethanoligenenaceae,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Eubacterium_coprostanoligenes_group,0.024384297,0,0,0,0.005418733,0,0,0,0,0.005418733,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365764448,0,0.436207971,1.682516459,0.780297488,1.709610122,0,0
g__norank_f__F082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0
g__norank_f__Fimbriimonadaceae,0.054187326,0,0.146305779,0.035221762,0.281774093,0.11650275,0.715272698,0.311577122,0.002709366,0.046059227,0.008128099,0,0,0,0,0,0.176108808,0.046059227,1.528082581,0.149015145,0.157143244,0.056896692,0.008128099,0.07315289,0,0,0.032512395,0,0.013546831,0.013546831,0.111084017,0.495814029
g__norank_f__Fodinicurvataceae,0,0,0,0,0.067734157,0.010837465,0.032512395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032512395,0,0
g__norank_f__Gallionellaceae,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035221762
g__norank_f__Geminicoccaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Gemmataceae,0.008128099,0,0.010837465,0,0.008128099,0,0,0,0.100246552,0.02167493,0.151724512,0.127340215,0,0,0,0,0.075862256,0.005418733,0.287192826,0.065024791,0.184236907,0.083990355,0,0.013546831,0.054187326,0,0.016256198,0.054187326,0,0,0,0
g__norank_f__Gemmatimonadaceae,0.040640494,0.130049581,0.111084017,0.051477959,0.154433878,0.086699721,0.113793384,0.111084017,0.341380151,0.750494459,0.447045436,0.449754802,0,0,0,0,0.167980709,0.013546831,0.555420087,0.18965564,0.273645994,0.108374651,0.005418733,0.018965564,2.004931047,0.262808529,0.170690076,0.184236907,0.200493105,1.926359425,2.316508169,11.39017584
g__norank_f__Geobacteraceae,0.113793384,0.062315424,0.040640494,0.005418733,0,0,0,0,0.222168035,0.162561977,0.149015145,0.146305779,0,0,0,0,0.005418733,0,0.013546831,0.008128099,0.008128099,0,0,0,0,0.018965564,0,0,0,0.040640494,0,0
g__norank_f__Gracilibacteraceae,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__GWF2-44-16,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Halobacteroidaceae,0,0,0,0,0.046059227,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0.062315424
g__norank_f__Heliobacteriaceae,0,0.008128099,0,0,0,0,0,0,0.184236907,0.176108808,0.224877401,0.154433878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Holophagaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040640494,0.054187326,0,0,0,0,0,0
g__norank_f__Holosporaceae,0,0,0.013546831,0,0.048768593,0.040640494,0.089409087,0.027093663,0.013546831,0.029803029,0.018965564,0,0,0.010837465,0,0.005418733,0,0,0.005418733,0,0,0,0,0,0.04334986,0,0,0,0,0,0,0.010837465
g__norank_f__Hungateiclostridiaceae,0,0.02167493,0,0,0,0,0,0,0.059606058,0.15985261,0.18965564,0.092118453,0,0,0,0,0,0,0,0,0.02167493,0,0,0,0.010837465,0,0,0,0,0,0,0
g__norank_f__Hydrogenedensaceae,0.008128099,0,0.013546831,0.002709366,0.089409087,0.02167493,0.083990355,0.027093663,0.07315289,0.018965564,0.089409087,0.056896692,0,0,0,0,0.113793384,0,0.384730012,0.048768593,0.016256198,0.008128099,0,0.010837465,0.010837465,0,0,0,0,0.010837465,0.002709366,0
g__norank_f__Hydrogenophilaceae,0.005418733,0,0.086699721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Hyphomicrobiaceae,0,0.032512395,0,0,0,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0
g__norank_f__Ilumatobacteraceae,0,0,0.005418733,0,0.02167493,0,0.016256198,0,0.07315289,0.100246552,0.097537186,0.054187326,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0.010837465,0,0,0,0,0
g__norank_f__Isosphaeraceae,0,0,0,0,0,0,0,0,0.260099163,0.062315424,0.268227262,0.344089517,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0
g__norank_f__Izemoplasmataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051477959,0,0,0,0,0,0,0
g__norank_f__JG30-KF-AS9,0,0,0,0,0,0,0,0,0.143596413,0.027093663,0.062315424,0.119212116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__JG30-KF-CM45,0,0.010837465,0,0.008128099,0.018965564,0,0,0,0.338670785,0.21133057,0.149015145,0.181527541,0,0,0,0,0.027093663,0,0.086699721,0.002709366,0,0,0,0,0.065024791,0,0.005418733,0,0,0,0,0
g__norank_f__KD1-131,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__KD3-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__KF-JG30-B3,0,0.010837465,0.008128099,0,0,0,0,0.008128099,0.032512395,0.065024791,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Ktedonobacteraceae,0.005418733,0.005418733,0,0,0,0,0,0,0.279064727,0.054187326,0.238424233,0.357636349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Lachnospiraceae,0.051477959,0,0,0,0.016256198,0,0.010837465,0,0,0.037931128,0.032512395,0.04334986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02167493,0,0.010837465,0.037931128,0.010837465,0
g__norank_f__Latescibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Lenti-02,0,0,0,0,0,0,0,0,0,0.008128099,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Lentimicrobiaceae,0.029803029,0.024384297,0.010837465,0.027093663,0,0,0,0,0.065024791,0.02167493,0.037931128,0.037931128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Leptospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Leptotrichiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__LH041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Limnochordaceae,0,0,0,0,0,0,0,0,0.048768593,0.010837465,0.048768593,0.046059227,0,0,0,0,0,0,0.005418733,0,0.016256198,0.005418733,0,0,0.048768593,0,0,0,0,0,0,0
g__norank_f__LiUU-11-161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Longimicrobiaceae,0.002709366,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297
g__norank_f__LWQ8,0,0.016256198,0,0,0.037931128,0,0.016256198,0,0.008128099,0,0.005418733,0,0,0.002709366,0,0,0.086699721,0.035221762,0.457882901,0.42266114,2.240645913,1.522663849,0.111084017,0.07315289,0.184236907,1.267983419,0.574385651,0.826356715,0.040640494,0.338670785,0.065024791,0.200493105
g__norank_f__Magnetospiraceae,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0.016256198,0.010837465,0.046059227,0.016256198,0.005418733,0,0,0,0,0,0,0,0,0,0,0.013546831
g__norank_f__Magnetospirillaceae,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__MAT-CR-H6-H10,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Methylacidiphilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Methylococcaceae,0,0,0,0,0,0,0,0,0.002709366,0.046059227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Methyloligellaceae,0.208621204,0.173399442,0.238424233,0.130049581,0,0.005418733,0.008128099,0.005418733,1.639166599,2.018477878,1.847787802,1.994093582,0,0.002709366,0,0,0.037931128,0.005418733,0.035221762,0.002709366,0.018965564,0,0,0.005418733,0.065024791,0,0,0,0.005418733,0,0,0
g__norank_f__Methylophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Micavibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0.005418733,0.070443523
g__norank_f__Micromonosporaceae,0,0,0,0,0,0,0,0,0.018965564,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Micropepsaceae,0.013546831,0,0,0,0,0,0,0,0,0.010837465,0,0.002709366,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Microscillaceae,0.035221762,0.018965564,0.010837465,0,0.059606058,0.051477959,0.013546831,0.016256198,0.02167493,0.081280988,0.035221762,0.04334986,0.002709366,0.008128099,0.005418733,0,0,0.002709366,0.018965564,0.002709366,5.380801431,10.15741418,0.046059227,0.330542686,0.018965564,0.032512395,0,0,0.054187326,0.083990355,0.046059227,1.091874611
g__norank_f__Microtrichaceae,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Mitochondria,0.086699721,0.715272698,0.436207971,0.102955919,0.010837465,0,0.010837465,0,0.027093663,0,0.027093663,0.016256198,0,0.032512395,0.013546831,0.024384297,0,0,0.010837465,0,0,0,0.008128099,0,0.046059227,0.010837465,0.135468314,0.121921483,0.016256198,0.032512395,0.010837465,0.032512395
g__norank_f__Moraxellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__MSB-3C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0.035221762,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Muribaculaceae,0.09482782,0,0,0,0.083990355,0,0.002709366,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.518979111,0,3.142864884,16.22368528,9.593865995,18.27196619,0,0.081280988
g__norank_f__MWH-UniP1_aquatic_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0
g__norank_f__Myxococcaceae,0.02167493,0.065024791,0.051477959,0.040640494,0,0,0,0,0.528326424,0.715272698,0.682760302,0.764041291,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0.027093663,0,0,0.005418733,0,0
g__norank_f__Nannocystaceae,0,0.02167493,0,0,0,0,0,0,0.097537186,0.002709366,0.132758948,0.09482782,0,0,0,0,0,0,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Neisseriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065024791,0.246552331,0.035221762,0.051477959,0.04334986,0.15985261,0.010837465,0.758622558
g__norank_f__Nitrosomonadaceae,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__0319-6G20,0.010837465,0.013546831,0.008128099,0,0.102955919,0.029803029,0.067734157,0.046059227,0.09482782,0.111084017,0.132758948,0.143596413,0.016256198,0,0,0.205911837,0.032512395,0,0.121921483,0.037931128,0.200493105,0.065024791,0.018965564,0.002709366,0.059606058,0.051477959,0.089409087,0,0,0.040640494,0.11650275,0.235714866
g__norank_f__norank_o__0319-7L14,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__053A03-B-DI-P58,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__1013-28-CG33,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__11-24,0.013546831,0.065024791,0.04334986,0,0.005418733,0.010837465,0.078571622,0.07315289,0.065024791,0.018965564,0.078571622,0,0.002709366,0,0.010837465,0.008128099,0,0,0.018965564,0,0.010837465,0,0,0,0,0,0.016256198,0,0,0.027093663,0,0.002709366
g__norank_f__norank_o__1-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0.008128099,0,0,0.227586767,0,0,0,0
g__norank_f__norank_o__211ds20,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__661239,0,0,0,0,0,0,0,0,0,0.062315424,0,0.016256198,0,0,0,0,0.018965564,0.010837465,0.143596413,0.002709366,0,0.005418733,0,0.002709366,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Absconditabacteriales_SR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0
g__norank_f__norank_o__Acidobacteriales,0.018965564,0.016256198,0.010837465,0,0,0,0,0,0.162561977,0.062315424,0.108374651,0.192365006,0,0,0,0,0,0,0.027093663,0,0,0,0,0,0.02167493,0,0.184236907,0,0,0,0,0
g__norank_f__norank_o__Actinomarinales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0
g__norank_f__norank_o__ADurb.Bin180,0,0,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__AKIW659,0.035221762,0.07315289,0.056896692,0.059606058,0,0,0.008128099,0,0.292611558,0.352217616,0.243842965,0.241133599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Aminicenantales,0,0,0,0,0,0,0,0,0.34950825,0.040640494,0.395567477,0.376601913,0,0,0,0,0,0,0.027093663,0,0,0.008128099,0,0,0,0.008128099,0,0,0,0,0,0
g__norank_f__norank_o__Ardenticatenales,0.051477959,0.081280988,0.048768593,0.037931128,0,0,0,0,0.243842965,0.25468043,0.127340215,0.154433878,0,0,0,0,0.279064727,0.013546831,0.533745157,0.130049581,0.284483459,0.121921483,0.005418733,0.008128099,0.027093663,0.018965564,0.027093663,0.143596413,0,0,0,0
g__norank_f__norank_o__Armatimonadales,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Azospirillales,0,0.008128099,0.008128099,0,0.008128099,0,0.010837465,0,0.086699721,0.083990355,0.09482782,0.07315289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0
g__norank_f__norank_o__B12-WMSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0
g__norank_f__norank_o__Babeliales,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0.008128099,0.016256198,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Bacteroidetes_VC2.1_Bac22,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Blfdi19,0,0,0.016256198,0,0.078571622,0.013546831,0,0,0.035221762,0.051477959,0.008128099,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02167493,0,0,0,0,0.002709366
g__norank_f__norank_o__C0119,0,0.005418733,0.024384297,0,0,0,0,0,0.127340215,0.035221762,0.051477959,0.222168035,0,0,0,0,0.02167493,0,0.086699721,0.008128099,0.035221762,0.013546831,0,0,0,0,0.092118453,0,0,0.013546831,0,0
g__norank_f__norank_o__C10-SB1A,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Abawacabacteria,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Adlerbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0.010837465,0.016256198,0,0.04334986,0.018965564,0.086699721,0.15985261,0.054187326,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Amesbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0.002709366,0.016256198,0.005418733,0,0.010837465,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Azambacteria,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0.005418733,0,0.062315424,0.083990355,0.11650275,0.460592267,0.075862256,0.008128099,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Beckwithbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0.005418733,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Buchananbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Campbellbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0.024384297,0,0
g__norank_f__norank_o__Candidatus_Chisholmbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0.027093663,0,0,0,0
g__norank_f__norank_o__Candidatus_Collierbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0.005418733,0,0.081280988,0.15985261,0.037931128,0.02167493,0.135468314,0.027093663,0.010837465,0.037931128,0,0,0,0
g__norank_f__norank_o__Candidatus_Colwellbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02167493,0.018965564,0.016256198,0.010837465,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Curtissbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0.005418733,0.010837465,0.040640494,0.013546831,0,0.040640494,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Daviesbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0.005418733,0.005418733,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Doudnabacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Falkowbacteria,0.016256198,0,0,0.005418733,0,0,0,0,0.032512395,0.013546831,0.032512395,0.035221762,0,0,0,0.005418733,0,0,0,0.008128099,0.002709366,0,0.008128099,0,0,0.027093663,0,0.016256198,0,0,0,0
g__norank_f__norank_o__Candidatus_Jorgensenbacteria,0,0,0,0,0,0,0,0,0,0.008128099,0.008128099,0,0.005418733,0.008128099,0,0.005418733,0.216749302,0.027093663,0.311577122,0.774878756,0.864287843,1.202958628,0.357636349,0.178818174,0.048768593,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Kaiserbacteria,0,0,0,0,0.018965564,0,0.008128099,0,0,0.032512395,0.016256198,0.008128099,0.046059227,0.167980709,0.075862256,0.127340215,0.013546831,0,0.04334986,0.07315289,1.118968273,1.723156954,0.406404942,0.067734157,0,0,0,0,0,0.013546831,0.013546831,0
g__norank_f__norank_o__Candidatus_Kerfeldbacteria,0,0,0,0,0,0,0,0,0.005418733,0,0,0.005418733,0.002709366,0.008128099,0,0,0,0,0.005418733,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Komeilibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Kuenenbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0.002709366,0.002709366,0,0,0,0,0,0.002709366,0,0
g__norank_f__norank_o__Candidatus_Levybacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0.013546831,0.005418733,0.081280988,0.149015145,0.636701076,0.999756157,0.544582622,0.113793384,0.054187326,0.013546831,0.008128099,0,0,0.02167493,0,0
g__norank_f__norank_o__Candidatus_Liptonbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0.005418733,0,0,0.005418733,0.002709366,0.100246552,0.167980709,0,0.013546831,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Magasanikbacteria,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0.010837465
g__norank_f__norank_o__Candidatus_Moranbacteria,0,0,0,0.002709366,0.002709366,0,0.029803029,0,0.013546831,0.002709366,0.005418733,0.002709366,0.005418733,0,0,0.008128099,0,0,0.005418733,0.005418733,0.346798884,0.352217616,0.059606058,0.013546831,0.224877401,0.040640494,0.113793384,0,0.010837465,0,0.024384297,0.111084017
g__norank_f__norank_o__Candidatus_Nomurabacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0.02167493,0.027093663,0.081280988,0,0,0,0,0.024384297,0,0,0,0
g__norank_f__norank_o__Candidatus_Pacebacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0.016256198,0.032512395,0.067734157,0,0,0.140887047,0.013546831,0,0.051477959,0,0.010837465,0.005418733,0.010837465
g__norank_f__norank_o__Candidatus_Peregrinibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Candidatus_Peribacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465
g__norank_f__norank_o__Candidatus_Roizmanbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0.018965564,0.018965564,0.197783738,0.528326424,0.035221762,0.035221762,0.15985261,0.037931128,0.035221762,0,0,0,0,0
