genus,S_1,S_2,S_3,S_4,W_1,W_2,W_3,W_4,PETS_1,PETS_2,PETS_3,PETS_4,PETW_1,PETW_2,PETW_3,PETW_4,EVS_1,EVS_2,EVS_3,EVS_4,EVW_1,EVW_2,EVW_3,EVW_4,PETEVS_1,PETEVS_2,PETEVS_3,PETEVS_4,PETEVW_1,PETEVW_2,PETEVW_3,PETEVW_4
g__norank_f__norank_o__Gastranaerophilales,0,0,0,0.005418733,0.008128099,0,0,0,0.005418733,0.005418733,0.035221762,0.035221762,0,0,0,0,0.503942128,0.081280988,3.565526023,0.398276843,0.238424233,0.178818174,0,0.048768593,0.2330055,0.013546831,0.067734157,0.314286488,0.376601913,0.42266114,0,0
g__norank_f__norank_o__GIF3,0,0.008128099,0,0,0,0,0,0,0.035221762,0.046059227,0.048768593,0.037931128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__GIF9,0.005418733,0,0.002709366,0,0,0,0,0,0,0,0.010837465,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__GOUTB8,0,0,0,0,0,0,0,0,0,0,0.046059227,0.035221762,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0
g__norank_f__norank_o__GWA2-38-13b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__GWB1-42-6,0,0,0.005418733,0,0,0,0,0,0.013546831,0.018965564,0,0,0,0,0,0,0.005418733,0,0,0,0.024384297,0.081280988,0.02167493,0.02167493,0.008128099,0.010837465,0,0,0,0,0,0
g__norank_f__norank_o__HOC36,0.02167493,0.040640494,0.024384297,0.040640494,0,0.008128099,0,0.002709366,0.382020645,0.428079872,0.390148744,0.425370506,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0.070443523,0,0.024384297,0,0,0,0.008128099,0
g__norank_f__norank_o__Ignavibacteriales,0.029803029,0.056896692,0.048768593,0.027093663,0,0,0,0,0.070443523,0.092118453,0.056896692,0.07315289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0
g__norank_f__norank_o__IMCC26256,0.008128099,0.008128099,0,0,0,0,0.016256198,0.008128099,0.566257552,0.717982064,0.56083882,0.661085372,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0,0,0,0,0,0.010837465
g__norank_f__norank_o__Izemoplasmatales,0,0,0,0,0.029803029,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0,0,0.008128099,0.035221762,0,0
g__norank_f__norank_o__JG36-GS-52,0,0,0,0.008128099,0,0,0,0,0.005418733,0,0.008128099,0.008128099,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Kapabacteriales,0.059606058,0.032512395,0.048768593,0.027093663,0.078571622,0.035221762,0.585223116,0.121921483,0.04334986,0.037931128,0.032512395,0.024384297,0.016256198,0,0,0.002709366,0.040640494,0,0.154433878,0,0.018965564,0.016256198,0,0.081280988,0.024384297,0,0,0,0.002709366,0.062315424,0.008128099,0
g__norank_f__norank_o__KF-JG30-C25,0,0.005418733,0,0,0,0,0,0.008128099,0,0.029803029,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0.056896692,0.013546831,0,0,0,0.067734157,0.612316779
g__norank_f__norank_o__KI89A_clade,0,0,0,0,0,0,0,0,0.008128099,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Ktedonobacterales,0,0,0,0,0,0,0,0,0.092118453,0.002709366,0.04334986,0.065024791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Lachnospirales,0,0,0,0,0,0,0,0,0.018965564,0.016256198,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Lineage_IV,0.002709366,0,0,0,0,0,0,0,0.029803029,0.005418733,0.02167493,0.013546831,0.002709366,0,0,0,0.010837465,0,0.178818174,0.013546831,0.018965564,0.005418733,0.002709366,0.005418733,0.18965564,0.035221762,0.146305779,0.062315424,0,0,0,0
g__norank_f__norank_o__MA-28-I98C,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0
g__norank_f__norank_o__MD2894-B20,0,0,0,0,0,0,0,0,0.008128099,0,0.013546831,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0.048768593,0,0,0,0,0,0,0
g__norank_f__norank_o__Micavibrionales,0.002709366,0,0,0,0.143596413,0.016256198,0.046059227,0.048768593,0,0.005418733,0,0,0.002709366,0.005418733,0,0,0,0,0.002709366,0,0,0,0,0,0.135468314,0.02167493,0.010837465,0,0.108374651,0.119212116,0.200493105,2.064537105
g__norank_f__norank_o__Microtrichales,0.008128099,0.008128099,0,0,0.081280988,0.027093663,0.051477959,0.121921483,0.251971064,0.311577122,0.230296134,0.157143244,0,0,0,0,0.018965564,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0.016256198,0,0.008128099
g__norank_f__norank_o__mle1-27,0,0,0,0.005418733,0.032512395,0.008128099,0.037931128,0,0.010837465,0,0.002709366,0.029803029,0,0,0,0.587932483,0.070443523,0,0.105665285,0.051477959,0.251971064,0.092118453,0,0.005418733,0,0,0,0,0,0,0,0
g__norank_f__norank_o__MSB-4B10,0,0,0,0,0,0,0,0,0,0,0,0.048768593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__MSBL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__MVP-88,0,0.005418733,0,0,0,0,0,0,0,0.016256198,0.024384297,0.013546831,0,0,0,0,0.010837465,0,0.013546831,0,0.002709366,0,0,0,0.037931128,0.062315424,0.027093663,0.051477959,0,0,0,0
g__norank_f__norank_o__norank_c__4-29-1,0.13817768,0.18965564,0.040640494,0.111084017,0,0,0,0,0.436207971,0.471429733,0.379311279,0.344089517,0,0,0,0,0.027093663,0.02167493,0.092118453,0.029803029,0.054187326,0.010837465,0,0.013546831,0.21133057,0.124630849,0.135468314,0.214039936,0,0.037931128,0,0
g__norank_f__norank_o__norank_c__Acidimicrobiia,0.024384297,0.016256198,0.010837465,0,0,0,0.040640494,0.002709366,0.151724512,0.203202471,0.170690076,0.162561977,0,0,0,0,0.002709366,0,0.005418733,0,0,0,0,0,0.100246552,0,0.013546831,0,0.010837465,0.005418733,0.008128099,0.018965564
g__norank_f__norank_o__norank_c__AD3,0,0,0,0,0,0,0,0,0.002709366,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Alphaproteobacteria,0.010837465,0.027093663,0.02167493,0.016256198,0.438917337,0.192365006,0.419951773,0.39285811,0.219458669,0.195074372,0.222168035,0.149015145,0.002709366,0,0.027093663,0.018965564,0.040640494,0,0.178818174,0.027093663,0.032512395,0.005418733,0,0.002709366,0.078571622,0.013546831,0.035221762,0.105665285,0.008128099,0.037931128,0,0.089409087
g__norank_f__norank_o__norank_c__Anaerolineae,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0.018965564,0,0.051477959,0,0,0.008128099,0,0,0.029803029,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__bacteriap25,0.065024791,0.140887047,0.089409087,0.002709366,0.078571622,0.02167493,0.016256198,0.013546831,0.227586767,0.197783738,0.2330055,0.132758948,0,0,0,0,0,0,0,0,0,0,0,0,0.13817768,0.09482782,0.075862256,0.083990355,0.032512395,0.130049581,0.21133057,0.037931128
g__norank_f__norank_o__norank_c__BD2-11_terrestrial_group,0,0,0,0,0,0,0,0,0,0.046059227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465
g__norank_f__norank_o__norank_c__BD7-11,0.005418733,0,0,0,0.024384297,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Berkelbacteria,0,0.013546831,0.029803029,0.002709366,0,0,0,0,0.056896692,0.056896692,0.04334986,0.027093663,0.002709366,0.005418733,0.002709366,0.016256198,0.081280988,0.010837465,0.387439378,0.398276843,2.449267116,2.373404861,0.265517895,0.113793384,2.294833239,0.866997209,0.593351215,0.791134954,0,0.010837465,0.010837465,0.075862256
g__norank_f__norank_o__norank_c__BRH-c20a,0,0.092118453,0.018965564,0,0,0,0,0,0.051477959,0.037931128,0.032512395,0.027093663,0,0,0,0,0,0,0.002709366,0,0.005418733,0,0,0,0,0,0,0,0,0.010837465,0,0
g__norank_f__norank_o__norank_c__Chitinivibrionia,0.04334986,0.081280988,0.054187326,0.048768593,0,0,0,0,0.092118453,0.051477959,0.100246552,0.097537186,0,0,0,0,0,0,0.046059227,0.002709366,0,0,0,0,0,0,0.016256198,0,0.010837465,0,0,0
g__norank_f__norank_o__norank_c__Clostridia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089409087,0,0,0,0
g__norank_f__norank_o__norank_c__CPR2,0.010837465,0.005418733,0,0,0,0,0,0,0.016256198,0.027093663,0.002709366,0,0,0,0,0,0.032512395,0,0.016256198,0.013546831,0.235714866,0.268227262,0.029803029,0.013546831,1.183993064,0.409114308,0.330542686,0.241133599,0,0,0,0
g__norank_f__norank_o__norank_c__D8A-2,0,0,0,0,0,0,0,0,0.070443523,0.008128099,0.029803029,0.154433878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Dehalococcoidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__DG-56,0.010837465,0.010837465,0.010837465,0,0,0,0,0,0.067734157,0.008128099,0.035221762,0.040640494,0,0,0,0,0,0,0.027093663,0,0.002709366,0,0,0,0.059606058,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Dojkabacteria,0.002709366,0.008128099,0,0,0.010837465,0,0,0.008128099,0,0.02167493,0,0,0,0.005418733,0,0,0.037931128,0.02167493,0.325123954,0.484976564,2.018477878,2.056409006,0.143596413,0.105665285,0.831775448,0.357636349,0.195074372,0.693597767,0,0.04334986,0.005418733,0.056896692
g__norank_f__norank_o__norank_c__Gammaproteobacteria,0,0,0,0,0,0,0,0,0.027093663,0.04334986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Gitt-GS-136,0.005418733,0,0,0,0,0,0,0,0.078571622,0.048768593,0.02167493,0.146305779,0,0,0,0,0,0,0,0,0,0,0,0,0.04334986,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Gracilibacteria,0,0,0,0,0,0.010837465,0,0.008128099,0.070443523,0,0.005418733,0.010837465,0,0,0,0.008128099,0.010837465,0,0.002709366,0.002709366,0.04334986,0.005418733,0,0,0,0.008128099,0,0,0,0.013546831,0,0.016256198
g__norank_f__norank_o__norank_c__JG30-KF-CM66,0.010837465,0.016256198,0.018965564,0,0.029803029,0,0.002709366,0.002709366,0.262808529,0.330542686,0.249261698,0.238424233,0,0,0,0,0.108374651,0.010837465,0.48768593,0.018965564,0,0.008128099,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Kazania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0.005418733,0,0,0,0,0,0,0,0,0.005418733
g__norank_f__norank_o__norank_c__KD4-96,0.040640494,0.062315424,0.037931128,0.002709366,0.062315424,0.032512395,0.032512395,0.04334986,1.192121163,0.449754802,1.056652849,1.389904901,0,0,0,0.016256198,0,0,0.016256198,0,0,0,0,0,0.344089517,0.013546831,0.008128099,0,0,0.010837465,0,0
g__norank_f__norank_o__norank_c__Lineage_IIa,0,0,0,0,0,0,0,0,0.018965564,0,0.02167493,0,0,0,0,0,0,0,0,0,0.008128099,0.02167493,0,0,0,0.024384297,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Lineage_IIb,0,0.002709366,0,0,0.040640494,0.005418733,0.027093663,0.008128099,0.002709366,0,0.005418733,0.008128099,0,0,0,0,0,0,0.032512395,0.013546831,0.013546831,0.048768593,0,0,0,0.024384297,0.024384297,0,0.010837465,0.051477959,0.083990355,0.062315424
g__norank_f__norank_o__norank_c__Lineage_IIc,0,0,0,0,0,0,0,0,0.018965564,0,0.008128099,0.02167493,0,0,0,0,0.005418733,0,0.140887047,0.008128099,0.002709366,0.018965564,0,0,0.09482782,0,0.04334986,0,0,0,0,0
g__norank_f__norank_o__norank_c__MB-A2-108,0.005418733,0.010837465,0,0.005418733,0.008128099,0,0,0,0.685469669,0.284483459,0.528326424,0.866997209,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0.008128099,0,0,0,0,0.018965564,0,0
g__norank_f__norank_o__norank_c__MD2902-B12,0,0,0,0,0,0,0,0,0,0,0.008128099,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Microgenomatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__MVP-15,0,0,0.005418733,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__NLS2-31,0,0,0,0,0,0,0,0,0.02167493,0.010837465,0.018965564,0.037931128,0,0,0,0,0,0,0.005418733,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,0.035221762,0.04334986,0.02167493,0.008128099,0.013546831,0.032512395,0.037931128,0.029803029,0.07315289,0.029803029,0.048768593,0.127340215,0,0,0,0.013546831,0.102955919,0.02167493,0.447045436,0.04334986,0.048768593,0.048768593,0.002709366,0.008128099,0.111084017,0.051477959,0.070443523,0,0.005418733,0,0,0.046059227
g__norank_f__norank_o__norank_c__norank_p__CK-2C2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Desulfobacterota,0.07315289,0.15985261,0.149015145,0.056896692,0.046059227,0.008128099,0.035221762,0,0.357636349,0.379311279,0.482267198,0.335961419,0,0,0,0,0.024384297,0.005418733,0.059606058,0.008128099,0.005418733,0,0,0,0.102955919,0.005418733,0.078571622,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__DTB120,0,0,0,0.005418733,0,0,0,0,0,0.051477959,0.029803029,0.02167493,0,0,0,0,0,0,0.008128099,0.008128099,0,0,0,0,0,0,0.018965564,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__FCPU426,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Firestonebacteria,0.002709366,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Firmicutes,0,0.067734157,0.013546831,0,0,0,0,0,0.016256198,0.02167493,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__GAL15,0,0,0.005418733,0,0,0,0,0,0.032512395,0.013546831,0.02167493,0.027093663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Latescibacterota,0,0.018965564,0.008128099,0,0.018965564,0.002709366,0.02167493,0.008128099,0.048768593,0,0.029803029,0.024384297,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__LCP-89,0,0.002709366,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Margulisbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__MBNT15,0,0.018965564,0.035221762,0.010837465,0.024384297,0.018965564,0.005418733,0.008128099,0.097537186,0.132758948,0.167980709,0.119212116,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0.065024791,0.005418733,0.010837465,0,0,0.002709366,0,0
g__norank_f__norank_o__norank_c__norank_p__NB1-j,0,0,0,0,0.124630849,0.051477959,0.130049581,0.051477959,0.146305779,0.113793384,0.113793384,0.178818174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02167493,0,0
g__norank_f__norank_o__norank_c__norank_p__Patescibacteria,0,0,0,0,0,0,0,0,0.002709366,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Poribacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__RCP2-54,0,0,0,0,0.013546831,0.010837465,0.027093663,0.013546831,0,0.130049581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09482782,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,0,0.002709366,0.013546831,0.005418733,0.046059227,0.029803029,0.04334986,0.016256198,0.054187326,0,0.02167493,0.005418733,0,0,0,0,0.005418733,0,0.002709366,0,0.016256198,0,0,0,0,0,0.013546831,0,0,0.005418733,0,0.02167493
g__norank_f__norank_o__norank_c__norank_p__Schekmanbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Sva0485,0.008128099,0.037931128,0.024384297,0.037931128,0,0,0,0,0.035221762,0.067734157,0.083990355,0.051477959,0,0,0,0,0.005418733,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0
g__norank_f__norank_o__norank_c__norank_p__TA06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0.100246552,0.005418733,0.005418733,0,0,0,0.07315289,0,0.005418733,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__WPS-2,0,0,0.005418733,0,0.02167493,0,0,0,0,0.008128099,0.002709366,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__WS2,0,0,0,0.005418733,0.016256198,0,0.005418733,0.008128099,0.024384297,0.002709366,0,0.013546831,0,0.005418733,0,0,0.008128099,0,0.132758948,0.018965564,0.005418733,0.010837465,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__WS4,0,0,0.010837465,0.005418733,0,0,0,0,0.046059227,0,0.02167493,0.024384297,0,0,0,0,0,0,0.040640494,0,0,0,0.008128099,0,0,0,0.018965564,0,0,0,0,0
g__norank_f__norank_o__norank_c__norank_p__Zixibacteria,0,0,0,0,0.010837465,0,0,0,0,0.016256198,0.005418733,0,0,0,0,0,0.121921483,0.016256198,0.726110163,0.140887047,0.108374651,0.024384297,0,0.035221762,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__OLB14,0.008128099,0.029803029,0.027093663,0,0.048768593,0.018965564,0.016256198,0.008128099,0.046059227,0.09482782,0.048768593,0.070443523,0,0,0,0.002709366,0.048768593,0.005418733,0.382020645,0.008128099,0.013546831,0.010837465,0,0,0,0.018965564,0.013546831,0,0,0,0,0
g__norank_f__norank_o__norank_c__OM190,0.005418733,0,0,0,0.18965564,0.016256198,0.037931128,0.040640494,0.005418733,0.027093663,0,0,0.018965564,0.008128099,0.029803029,0.018965564,0.105665285,0,0.205911837,0.02167493,0.013546831,0,0,0.002709366,0,0,0.029803029,0,0,0,0,0
g__norank_f__norank_o__norank_c__P9X2b3D02,0.013546831,0,0,0,0,0,0,0,0.048768593,0.037931128,0.040640494,0.102955919,0,0,0,0,0.016256198,0,0.027093663,0.010837465,0,0.005418733,0,0,0,0.016256198,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Parcubacteria,0,0.008128099,0.005418733,0.008128099,0,0,0,0,0.065024791,0.032512395,0.035221762,0.059606058,0.029803029,0.024384297,0.002709366,0.024384297,0.029803029,0.018965564,0.100246552,0.124630849,0.338670785,0.522907692,0.070443523,0.035221762,0.208621204,0.081280988,0.09482782,0,0.018965564,0.010837465,0,0
g__norank_f__norank_o__norank_c__Pla3_lineage,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Pla4_lineage,0.005418733,0.010837465,0,0,0,0,0,0,0.005418733,0.002709366,0,0.013546831,0,0,0,0,0,0,0.016256198,0.010837465,0,0.010837465,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Planctomycetes,0,0,0,0,0,0,0,0,0,0.005418733,0,0.008128099,0,0,0,0,0,0,0.032512395,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Polyangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__RBG-16-55-12,0,0,0,0,0,0,0,0,0.018965564,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__S0134_terrestrial_group,0.002709366,0.083990355,0.078571622,0,0,0.005418733,0,0,0.192365006,0.295320924,0.257389797,0.222168035,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0.010837465,0.024384297,0.078571622,0.067734157,0.008128099,0,0,0
g__norank_f__norank_o__norank_c__Sericytochromatia,0.035221762,0.728819529,0.536454523,0.124630849,0.024384297,0.008128099,0,0,0.119212116,0.092118453,0.100246552,0.18965564,0,0,0,0,0.002709366,0,0.005418733,0.046059227,0.281774093,0.04334986,0.002709366,0,0,0.024384297,0.005418733,0,0,0.040640494,0.013546831,0.089409087
g__norank_f__norank_o__norank_c__SHA-26,0,0,0.005418733,0,0,0,0,0,0.067734157,0.054187326,0.054187326,0.070443523,0,0,0,0,0.002709366,0.005418733,0.035221762,0.018965564,0.027093663,0,0,0.005418733,0.010837465,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__SJA-28,0.018965564,0.008128099,0,0.005418733,0,0,0,0,0,0.005418733,0.013546831,0.013546831,0,0,0,0,0.016256198,0,0.065024791,0.013546831,0.056896692,0,0,0.002709366,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Subgroup_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Subgroup_18,0.056896692,0.04334986,0.046059227,0.005418733,0,0,0,0,0.192365006,0.035221762,0.135468314,0.135468314,0,0,0,0,0.005418733,0,0.008128099,0,0,0,0,0,0.075862256,0,0.02167493,0,0,0,0,0
g__norank_f__norank_o__norank_c__Subgroup_21,0.065024791,0.165271343,0.056896692,0.018965564,0,0,0,0,0.270936628,0.07315289,0.270936628,0.184236907,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0.010837465,0,0,0.010837465,0,0,0
g__norank_f__norank_o__norank_c__Subgroup_22,0,0,0,0,0.054187326,0,0.027093663,0.016256198,0.005418733,0.008128099,0.018965564,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Subgroup_25,0,0.005418733,0,0,0,0,0,0,0.016256198,0,0.010837465,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Subgroup_5,0.024384297,0.027093663,0.013546831,0.02167493,0,0.005418733,0,0,0.100246552,0.054187326,0.121921483,0.146305779,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0.005418733,0,0
g__norank_f__norank_o__norank_c__Sumerlaeia,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0.067734157,0,0.620444878,0.037931128,0.108374651,0.027093663,0,0.002709366,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Thermodesulfovibrionia,0.081280988,0.143596413,0.097537186,0.065024791,0,0,0,0,0.224877401,0.452464169,0.325123954,0.197783738,0,0,0,0,0.018965564,0.005418733,0.048768593,0,0.010837465,0,0,0.005418733,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__Thermoleophilia,0.002709366,0,0,0,0,0,0,0,0.048768593,0.040640494,0.04334986,0.051477959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__TK10,0.013546831,0.037931128,0.04334986,0.016256198,0,0,0,0,0.346798884,0.357636349,0.289902192,0.466011,0,0,0,0,0.230296134,0.010837465,0.636701076,0.132758948,0.097537186,0.065024791,0.005418733,0.010837465,0.059606058,0,0.056896692,0.051477959,0,0,0,0.002709366
g__norank_f__norank_o__norank_c__V2072-189E03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__norank_c__vadinHA49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0.005418733
g__norank_f__norank_o__norank_c__WWE3,0.010837465,0,0.008128099,0.005418733,0,0,0.010837465,0,0.018965564,0.032512395,0.002709366,0,0.010837465,0.005418733,0,0.016256198,0.127340215,0.127340215,0.463301634,0.430789238,1.544338779,1.343845674,0.265517895,0.216749302,1.866753366,0.419951773,0.241133599,0.796553686,0,0.024384297,0.018965564,0.059606058
g__norank_f__norank_o__NRL2,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0.010837465,0,0,0
g__norank_f__norank_o__Oligoflexales,0,0.005418733,0.008128099,0,0.027093663,0.013546831,0.013546831,0.016256198,0.005418733,0.010837465,0,0.02167493,0,0,0,0.002709366,0,0,0,0.002709366,0,0,0,0,0,0,0.010837465,0,0.013546831,0.008128099,0.027093663,0.018965564
g__norank_f__norank_o__Omnitrophales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0.005418733,0,0.010837465,0,0,0,0,0,0
g__norank_f__norank_o__OPB41,0.018965564,0,0.029803029,0,0,0,0,0,0.314286488,0.124630849,0.319705221,0.609607413,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0.048768593,0,0,0,0,0.016256198,0,0
g__norank_f__norank_o__PAUC26f,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
